rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,ne,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,64,1.7845837,2.0005575,2.2151242,2.3975481,2.436695,2.457185,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,64,1.7845837,2.0005575,2.2151242,2.3975481,2.436695,2.457185,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,64,1.7845837,2.0005575,2.2151242,2.3975481,2.436695,2.457185,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,27,1.857969,2.0805386,2.2606039,2.5671586,2.5786727,2.6129095,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,125,1.7487708,1.9594389,2.1885916,2.2922474,2.3742933,2.3940802,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,216,1.8119354,2.0282062,2.2544738,2.3498637,2.4434798,2.471196,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,1000,1.7801939,1.9899509,2.2258772,2.2590002,2.3899758,2.4127173,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,64,1.8704032,2.0963596,2.2987598,2.5225303,2.5438965,2.5755058,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,64,1.8704032,2.0963596,2.2987598,2.5225303,2.5438965,2.5755058,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,64,1.8704032,2.0963596,2.2987598,2.5225303,2.5438965,2.5755058,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,27,1.9469934,2.180572,2.3457075,2.6778213,2.7030911,2.7496748,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,1.0,0.402997875,5846.174706140654,125,1.8329764,2.0530799,2.2715028,2.4114279,2.4793699,2.5092714,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_1.0_20250801-195713.json&mode=6&magnif=6
